id,activity,stability,length,charge,hydrophobicity,nonlinear_response,measurement,group,source,batch,phenotype,flag,recorded_at,annotation
obs_143,1.3583970465950497,3.562651823533386,49.8454361368744,1.38655458898396,0.52157290922882,1.9901458557451723,0.20950382849852228,A,S2,B04,low,False,2026-03-13 12:00:00,sample_8
obs_144,1.5820045018236342,2.3191598070861983,47.83239801032363,-1.4923484018092081,0.4976462767724368,1.4066084223079915,0.6114799061791854,A,S1,B08,low,False,2026-03-14 00:00:00,sample_0
obs_145,0.12517724206681213,1.7760690862482345,42.635999798117936,-0.10460021843331097,0.3884306205239889,-0.478023844746057,-1.3471098815565061,A,S1,B11,low,False,2026-03-14 12:00:00,sample_1
obs_146,1.4552681126927836,1.3035751842882908,52.674020212574796,1.366220277876925,0.5274182270657796,1.2951292058504196,0.8386778283097851,B,S1,B09,low,False,2026-03-15 00:00:00,sample_2
obs_147,3.3600481390861434,2.441038201848043,50.50004698634158,-0.4151573019368535,0.5603318116935899,0.21902744185179818,0.6923454616419158,B,S2,B02,high,True,2026-03-15 12:00:00,sample_3
obs_148,2.2823865701559884,2.289077363778884,45.33055997650223,-0.7343092231933346,0.687210341601366,0.27066888386912236,0.1167147167828243,B,S2,B02,mid,True,2026-03-16 00:00:00,sample_4
obs_149,1.7001830595058514,2.6140916136776786,46.20942860908161,-0.3389378465911208,0.5863467468443031,-0.17536501607603275,0.43481229801925947,A,S2,B01,low,False,2026-03-16 12:00:00,sample_5
obs_150,2.6438698074627727,2.8010808680473884,59.05084847360334,1.3423892194928326,0.5602582020427108,1.506752103220897,0.002007493365622448,A,S2,B03,mid,True,2026-03-17 00:00:00,sample_6
obs_151,3.448793338381608,2.6464138408547297,63.84011020857547,-0.7762887104864821,0.5863911039458277,0.5653219447988941,1.8834684220218743,C,S1,B06,high,True,2026-03-17 12:00:00,sample_7
obs_152,2.842811735375834,2.103091595671048,64.87951430150783,-0.6772674959842073,0.4235512183984106,0.6341419241206214,1.5833464044665704,B,S2,B08,mid,True,2026-03-18 00:00:00,sample_8
obs_153,3.9581408592072327,2.2295158559641877,54.47864547608348,1.6275007356794353,0.5507705768086901,2.2431008777192107,2.228642676820892,C,S2,B00,high,True,2026-03-18 12:00:00,sample_0
obs_154,-0.026475532185577966,2.0111321061671728,52.9593676652031,-1.756282019579616,0.40787726408681,1.706346003511114,0.06594513747525232,A,S1,B05,low,False,2026-03-19 00:00:00,sample_1
obs_155,4.745604561168765,3.256662406456481,62.08965475976101,0.17900114123132874,0.5199855924828869,0.35616947838903545,1.7057963564118863,C,S2,B07,high,True,2026-03-19 12:00:00,sample_2
obs_156,4.903168096240542,2.830076373149238,63.71107324966546,0.1690218847574811,0.40245622321386204,-0.6146551673577582,2.6533608356309353,C,S2,B04,high,True,2026-03-20 00:00:00,sample_3
obs_157,2.251702841605439,1.767757313582109,40.70614186456858,-0.8496014658174363,0.6924180769501538,0.5084265725145738,0.8451055458838392,C,S1,B10,mid,True,2026-03-20 12:00:00,sample_4
obs_158,3.74828378038078,1.5297563969511019,49.090700245994846,0.5166787422392803,0.5715338137804493,0.41056408655337884,1.426421603334532,C,S2,B11,high,True,2026-03-21 00:00:00,sample_5
obs_159,2.0812901457741324,2.499992967989523,36.43738681691627,0.7848714604021659,0.5263668878502838,0.4538145292515142,-0.07289148454696481,B,S2,B11,mid,False,2026-03-21 12:00:00,sample_6
obs_160,1.82692747585813,3.3822655410240117,48.1373433042641,-1.4429706112562806,0.32065007585459393,1.899468902782467,0.6526306966013757,A,S2,B06,mid,False,2026-03-22 00:00:00,sample_7
obs_161,3.418907002343507,2.150654572575527,58.193476853895376,0.12673222962358216,0.5656789358307469,-0.15264532983570753,1.8051813533196446,C,S1,B09,high,True,2026-03-22 12:00:00,sample_8
obs_162,0.11585949049633504,3.2967276112409323,50.17085959413009,1.7059794588432835,0.5213527180506048,2.3599899292410704,-1.23507789123507,A,S1,B07,low,False,2026-03-23 00:00:00,sample_0
obs_163,3.353349990828987,2.8374594070212686,62.60180788163875,0.10996832210640001,0.4087671457401478,-0.15417927496003628,0.8598389000771336,C,S1,B09,high,True,2026-03-23 12:00:00,sample_1
obs_164,3.032060739360087,1.1841147407240062,59.70093123206276,-1.3178615145985026,0.38967680433886875,1.965442144921135,1.9114050954836452,C,S1,B05,high,True,2026-03-24 00:00:00,sample_2
obs_165,3.6995142617572943,2.485720848015739,59.34918312543377,-1.0047042799673562,0.5089518029525145,1.0410247434347872,1.5777159686051434,C,S1,B07,high,True,2026-03-24 12:00:00,sample_3
obs_166,3.406496444003358,1.1449609552245021,46.815430869294985,0.17803004377270834,0.5885042093954289,-0.9085010517181477,2.187385201472686,C,S1,B06,high,True,2026-03-25 00:00:00,sample_4
obs_167,2.664814896710115,2.782258534940435,40.695302399982666,0.5542211203536485,0.47013281252629074,-0.6108301115075662,0.8370437355530687,B,S2,B02,mid,True,2026-03-25 12:00:00,sample_5
obs_168,1.7706828908211325,3.669983599736328,50.476136076594315,0.5746472950550869,0.6829115401850734,0.3689051391023573,0.06659445013723053,A,S2,B02,mid,False,2026-03-26 00:00:00,sample_6
obs_169,1.1117245005233876,1.2224110183895558,41.486132224667344,0.14392715966588837,0.5930630934215059,0.32912961829512904,0.5844181461850791,B,S1,B05,low,False,2026-03-26 12:00:00,sample_7
obs_170,3.6371438823104145,1.7049347967825186,53.67734001746363,1.2126719415594374,0.5088339841904371,1.9255682459885874,1.749473420451265,C,S1,B03,high,True,2026-03-27 00:00:00,sample_8
obs_171,2.151992552902493,2.249744754622831,40.40852216938682,1.5898378677722191,0.5920762623949389,2.0123290656504005,1.0734745704074544,B,S1,B04,mid,False,2026-03-27 12:00:00,sample_0
obs_172,2.7533952326521507,2.0272032005214955,51.30273799561821,-0.027428856294560294,0.46309184399269265,0.4665303156498473,1.7535766493927492,B,S2,B06,mid,True,2026-03-28 00:00:00,sample_1
obs_173,3.8086209843307626,2.4461136290304317,52.147784202476394,-1.6691984316001185,0.48806624699727,1.9343613672499818,1.3591658489471206,C,S2,B08,high,True,2026-03-28 12:00:00,sample_2
obs_174,0.8543942593559797,3.420063430268588,54.87265880060308,-2.080126964816977,0.47504324969080325,3.7827341290414926,-0.25463096452450273,A,S2,B06,low,False,2026-03-29 00:00:00,sample_3
obs_175,1.8354909851263859,2.2557674578040534,50.900998128889064,2.000303114175282,0.42376398831652606,3.6939657701803794,0.4771679999571647,B,S1,B10,mid,False,2026-03-29 12:00:00,sample_4
obs_176,1.9298417158827588,2.2217532608841815,53.073344415893125,3.34720533951035,0.5027655558015045,8.625706112789606,0.48263155068579155,C,S1,B09,mid,False,2026-03-30 00:00:00,sample_5
obs_177,0.8198467472935627,1.9849905793488714,49.05571567406457,0.021978825957020578,0.45088699482987,0.4033851360430206,0.3944139301125366,A,S1,B02,low,False,2026-03-30 12:00:00,sample_6
obs_178,4.729649267890285,3.288083636723862,64.18996822498958,0.6264483217311743,0.5253256560600754,0.9089778553371344,2.461157852506779,C,S2,B04,high,True,2026-03-31 00:00:00,sample_7
obs_179,1.0815558243598917,2.200032152099848,39.48495699587401,-0.8418012056705441,0.43930217579655934,0.3033944732461216,-0.7926801381015532,A,S1,B06,low,False,2026-03-31 12:00:00,sample_8
